GEOID,Megacluster,perMarkSlope,totMarkSlope,opgr500kSlope,slopelargeCropOp,cattlegr500_slope,hogsSlope,SlopeBroilOp,layerSlope,turkeySlope,Adens_Slope,CattleAMUSlope,HogAMUSlope,TurkeyAMUSlope,BroilerAMUSlope,LayerAMU
29101,Low,1.852612553,4691280,2.16,0.64,0.44,0,0.14,0,NA,-1.375864321,-548.18,-150.68,-66.56004,174.411,0
29103,Medium,2.487936623,3420240,2.62,0.58,0.34,0.7,NA,NA,NA,4.867598262,157.6,1113.352,0,-0.0122,-0.13
29105,Low,1.251490927,907740,0.62,0.18,0.7,-8.88E-19,NA,NA,NA,0.254375329,185,-84.552,0.08712,0.217,0
29107,Low,1.57605495,3492540,3.3,0.78,0.22,-0.62,NA,NA,NA,-5.361552693,-817.54,-927.272,0.00432,-0.2342,-0.2948
29109,High,0.924163409,6660460,1.96,-0.06,0.96,NA,0.28,NA,0.54,6.408842649,603.8,-45.4,619.34976,853.0758,0
29111,Low,2.007407855,2335320,1.64,0.26,-0.3,-0.22,NA,NA,NA,-3.297121313,-423.02,-439.352,0.04896,0.0968,-0.3354
29113,Low,1.365286688,2040680,1.38,0.22,-0.04,-0.28,NA,0,NA,-3.100930936,-404.24,-602.256,0.04284,0.009,0
29115,Low,0.623294163,1678520,1.28,0.4,0.02,-0.28,NA,NA,NA,-2.227187211,-243.4,-466.992,0.07344,0.1156,0.0124
29117,Low,1.995889153,2596340,1.7,0.34,-0.28,3.55E-18,NA,NA,NA,-1.367520599,-306.2,-71.464,0.00828,0.553,0.0342
29119,Low,0.772301568,2777760,0.52,0.2,-0.1,-0.1,1,0.06,-0.48,-2.362997676,-652.66,6.72,-115.65396,101.2556,0
29121,Medium,2.838097622,3759340,2.56,0.66,0.52,0.14,NA,NA,NA,0.16166078,-225.58,293.032,0.00504,-0.364,0
29123,Low,2.83694783,571040,0.2,-0.02,0.08,-0.06,NA,NA,NA,-1.711085266,-217.02,-221.208,-0.0072,0.0056,0.035
29125,Low,0.540495526,840320,0.06,0.26,0.3,-0.3,NA,NA,NA,0.094799698,427.44,-401.68,0.1764,-0.0586,0
29127,Low,2.940930161,3249400,2.22,0.86,0.08,-0.16,NA,NA,NA,-1.182980549,-520.74,253.216,-0.01728,-0.0958,-0.1006
29129,Low,4.591645885,-1248160,0.42,0.18,-0.08,0.02,NA,NA,NA,-1.414031301,-332.66,0,0.04248,0.28,-0.0808
29131,Medium,0.488100644,1427140,-0.14,0.06,0.1,-0.42,NA,NA,-1.48,-2.307647889,181.42,-537.232,-352.17684,-0.0422,-0.3392
29133,Low,2.447719916,4394260,2.28,0.4,-0.04,0.04,0,NA,NA,-0.395498883,-84.32,0,0,0,0
29135,High,1.00057474,5421980,1.34,0.22,0.16,-0.02,0.16,0.06,0.02,5.216313348,311.82,91.176,243.84456,474.5808,0
29137,Low,2.133701126,3840860,1.8,0.66,-0.42,-0.36,NA,NA,NA,-1.503993928,-595.1,90.832,0.0198,0.0604,-0.3804
29139,Low,2.531589341,2817560,1.86,0.14,0.18,-0.06,NA,NA,NA,-0.433387236,97.32,-217.056,0.0198,0.1186,-0.517
29141,Medium,0.729366203,5577960,2.62,0.28,0.38,-0.16,1.16,NA,-0.56,5.991169792,457.94,12.592,-47.2914,1431.4658,0
29143,Medium,2.357662794,7116320,3.92,1.36,NA,NA,NA,NA,NA,-0.167746679,-58.64,0,0,0,0
29145,Medium,0.855320682,7132900,1.5,0.26,0.5,NA,0.48,0,-0.08,4.970695087,523,-30.68,-199.6524,1315.9552,0
29147,Low,2.456491982,4132140,4.2,0.38,-0.08,-0.7,NA,NA,NA,-5.173478058,-1329.4,-1027.808,0.00072,7.6148,-0.5392
29149,Low,0.612390716,316140,0.18,0.28,0.18,-0.22,NA,NA,0.06,-1.968520472,-589.26,-215.584,-0.01332,-0.0096,-0.4798
29151,Low,1.129257628,1704020,0.6,0.26,0.24,-0.78,NA,NA,-0.76,-3.615774515,44.84,-1175.712,-5.0022,-0.0662,-0.1608
29153,Low,2.119455666,404640,0.64,-0.26,0.02,-0.04,NA,NA,0.02,-1.86622639,-668,-51.744,-0.00216,0.013,-0.4314
29155,Medium,2.354951574,5175220,2.16,0.84,NA,NA,NA,NA,NA,-0.0733617,-18.72,0,0,0,0
29157,Low,2.25566894,1876600,1.34,0.16,0.36,-0.18,NA,NA,NA,-1.802750801,-34.52,-408.152,0.0072,-0.0376,-0.2602
29159,Medium,1.053308224,6851660,3.44,0.84,-0.22,-0.52,0.18,NA,-0.06,1.04142168,-347.04,-638.328,-64.36044,1417.7572,0
29161,Low,0,210860,0,-0.14,0.28,NA,NA,NA,NA,-0.705342033,-203.56,-42.104,0.0396,0.4752,-0.2984
29163,Low,2.384108299,3737860,2.72,0.48,-0.18,-0.22,NA,NA,NA,-1.485998963,-178.7,-336.984,-0.2088,-0.1734,0
29165,Low,3.119000314,1252700,1.32,0.24,0.08,-0.04,NA,NA,NA,-2.199352751,-378.78,-99.464,-0.00612,0.06,-0.055
29167,Low,1.266685086,2501340,1.4,0.02,0.42,0.08,NA,NA,-0.14,0.023449972,61.68,-44.768,-9.32904,0.1368,0
29169,Low,1.947667122,631960,0,-0.18,-0.2,0.04,NA,NA,NA,-0.98635159,-476.08,196.808,0.06156,0.0536,-0.3778
29171,Medium,2.249760804,3256220,1.52,0.4,0.22,0.28,NA,NA,NA,6.159816306,-92.94,1743.664,0.0144,-0.1744,0.0744
29173,Low,1.950943413,1985120,1.76,0.62,-0.02,-0.24,NA,NA,NA,-3.284802166,-275.4,-523.952,0.02016,0.0024,-0.022
29175,Low,2.240244918,2232080,1.06,0.52,-0.24,-0.02,NA,NA,NA,-0.344468274,-246.26,160.208,-0.01548,-0.0646,0
29177,Low,2.348246784,2318100,1.64,0.6,-0.04,-0.06,-0.12,NA,NA,-2.406261652,-532.34,-176.112,-0.04716,-0.113,-0.3732
29179,Low,0,26600,NA,-0.22,-0.08,NA,NA,NA,NA,-0.551208858,-216.84,-14.064,-0.01116,0.1484,-0.0736
29181,Low,3.29725559,780520,0.5,0.22,0.16,-0.04,0.18,NA,NA,0.323838807,-89.74,-56.256,-0.00396,251.4808,0.1216
29183,Low,2.059328675,1257000,1.4,0.42,0.06,-0.14,NA,NA,NA,-1.149818771,-182.14,-151.64,0.09432,-0.0304,-0.1266
29185,Low,1.604032228,1165760,1.08,0.06,0.28,0,NA,NA,NA,-1.404904847,-360.3,-130.96,0.03816,0.0128,0
29186,Low,1.243061388,718120,0.46,0.02,0.02,0.06,NA,NA,NA,-2.068585529,-272.44,-262.512,0.00972,0.0886,0
29187,Low,-0.504813472,11440,0.02,0.08,-0.1,-0.02,NA,NA,NA,-1.219005853,-248.88,-36.576,0.03996,0.0756,0
29189,Low,1.317480099,-116640,-0.02,0.2,NA,NA,NA,NA,NA,-0.148226463,-39.2,0,0.02808,0,0.2102
29195,Medium,2.443008335,8485920,5.44,1.34,-0.1,-0.38,-0.02,NA,NA,-1.363885575,-838.16,304.472,-0.00504,0.1222,-0.1768
29197,Low,2.448766503,1318580,0.62,0.4,0.18,0.12,NA,NA,NA,3.149848134,345.36,156.192,0.02016,0.0204,-0.1894
29199,Medium,3.244235416,5889620,2.8,0.36,0.42,0.62,NA,NA,NA,10.34629316,313.8,2026.064,0.00576,-0.1268,-0.346
29201,Medium,2.3035386,6595720,2.9,0.78,0.02,0.08,0.16,NA,NA,7.98991952,-47.14,532.128,0.00612,1253.2494,0
29203,Low,0,322480,0.08,0.1,0.44,NA,NA,NA,NA,0.045600104,31.1,-7.416,0.0234,0.3206,-0.317
29205,Low,1.539247035,2292520,1.96,0.86,-0.24,-0.94,NA,NA,NA,-4.134787419,-603.08,-469.512,0.00216,-0.012,-0.1524
29207,Medium,2.023534886,9059520,6.6,1.94,-0.14,-0.12,-0.38,NA,NA,-0.057950178,-248.72,-114.888,0,338.7112,0.1854
29209,Low,2.431541597,1206440,0.36,0.12,0.24,NA,0.32,NA,0.18,1.305535365,-141.4,-0.832,123.894,332.1158,-0.0716
29211, Juggernauts,3.666379055,1225440,1.3,0.5,-0.22,0.52,NA,NA,NA,21.88971513,-691.08,8038.56,-0.00144,-0.1744,0.0446
29213,Low,0,148020,0.02,-0.24,-0.16,NA,NA,NA,0.08,-1.586244958,-521.3,2.024,-0.03816,-0.0014,-0.285
29215,Low,1.10852931,357660,0.6,0.16,-0.04,NA,NA,NA,NA,-1.519549584,-932.94,5.808,0.10332,0.3758,0
29217,Medium,1.260984224,7665680,3.16,1.38,0.58,-0.38,NA,NA,0.26,1.505162435,745.64,-223.248,121.72824,0.1928,0
29219,Low,1.615137236,1183760,0.8,0.2,0.02,-0.32,NA,NA,NA,-2.203605383,40.14,-530.56,0.00072,1.4174,-0.2372
29221,Low,-2.419752101,-529000,-7.11E-18,0.06,0.04,-0.08,NA,NA,NA,-0.882116682,-265.8,-81.296,-0.00108,0.0664,-0.1782
29223,Low,2.244914114,391260,0.16,0.1,0,NA,NA,NA,NA,-0.325532148,-121.2,-7.096,-0.01296,0.042,0.2494
29225,Low,0.15861717,571220,0.16,-0.24,0.1,NA,NA,-0.06,0.02,-0.288926491,82.48,-190.92,18.31248,1.4426,0
29227,Low,4.086600669,1677940,0.8,-0.06,-0.18,0.02,NA,NA,NA,-3.855401107,-444.18,-88.168,0,0,-0.133
29229,Low,0.884092761,151880,0.5,0.26,0.32,-0.06,NA,NA,NA,-0.545103084,-197.46,4.84,0.02808,0.0846,0
39001,Low,1.883987443,906700,0.8,0,0.12,-0.12,NA,NA,NA,-0.466416766,34.74,-176.192,0.05148,0.5352,-0.1986
39003,Low,2.514326864,5279740,3.18,0.18,0.06,0.82,NA,NA,0.06,11.91888719,-112.16,2598.824,0.01044,-1.478,-0.1564
39005,Medium,1.804930729,3657220,1.88,0.12,0.02,0.18,0.24,NA,NA,0.314444044,-212.54,74.968,0.30888,206.1556,0
39007,Low,1.580736459,1765680,1.12,0.4,-0.16,NA,NA,NA,NA,-1.464424413,-493.58,-38.968,-0.03456,0.0124,0
39009,Low,1.489369465,231020,0.24,0.06,0.12,NA,NA,NA,NA,-0.318056551,-79.36,-3.888,0.05544,0.2188,0
39011,Low,2.580664049,7268260,5.26,0.16,0.34,1.2,NA,-0.04,0.06,8.905324822,274.22,1577.368,0,-0.0102,0
39013,Medium,1.843120243,623940,0.3,-0.04,-0.08,NA,NA,NA,NA,-1.250514296,-333.58,-12.224,0.02808,1.3228,-0.2384
39015,Low,2.259978089,2386680,2.02,0.12,0.04,0.02,NA,NA,NA,-0.53507111,-118.98,-17.136,0.09072,0.2094,0
39017,Low,1.669576254,1344660,1.1,0.12,-0.06,0.1,NA,NA,NA,-1.951771508,-487.4,13.824,1.52064,0.3888,0
39019,Low,1.420060236,1407560,0.72,-0.12,0,0.04,0.14,NA,NA,-0.553116326,-103.14,-9.784,0.07056,-0.207,0
39021,Low,1.960295235,3471220,2.82,0.26,0.06,0.28,NA,NA,NA,-1.569586707,-375.62,25.456,0.04572,1.3278,0
39023,Low,1.138040835,3576620,2.38,0.22,0.28,0.02,NA,NA,NA,0.973008495,112.22,87.472,0.12276,0.2178,0
39025,Low,3.29520064,1403620,0.94,0.3,NA,NA,NA,NA,NA,-0.453996053,-97.28,-9.344,0.10044,0.1992,0
39027,Low,2.612134677,4227340,3.38,0.56,0.06,-0.22,NA,NA,NA,-0.994042435,-57.2,-153.2,0.0018,0.2748,-0.3132
39029,Low,2.963320824,3476820,3.02,0.02,0.38,-0.04,0.14,NA,NA,1.538792109,80.44,-35.04,0.0288,378.5572,0
39031,Low,2.135860938,3398020,2,0.08,-0.02,0.28,0.24,NA,NA,2.502947199,-178.86,624.944,-0.2394,285.3402,0
39033,Low,2.375212886,8827200,3.74,0.4,0.2,0.4,NA,NA,NA,6.021141341,-61.5,1314.776,-0.018,0.0492,-0.1636
39035,Medium,0.131474802,-652000,-0.44,NA,NA,NA,NA,NA,NA,-0.055708766,-12.24,-0.992,-0.01188,-0.008,0.059
39037,Low,1.238272693,15833560,8.5,0.4,0.7,1.42,NA,-0.56,0.28,10.68151086,732.14,2497.752,71.91252,7.483,0
39039, Juggernauts,2.181800733,3866240,2.66,0.58,0.12,0,NA,NA,NA,-0.153976461,-7.18,-25.56,-0.0324,0.0642,-0.1088
39041,Low,1.512198173,2689340,1.62,0.18,-0.02,0.02,NA,NA,NA,-1.602535296,-183.8,-183.68,0.03564,-0.0598,-0.3668
39043,Low,2.259940082,3471420,1.02,0.14,NA,-0.04,NA,NA,NA,-0.818751282,2,-108.864,-0.0108,-0.0076,0.2696
39045,Low,2.062925778,3252780,2.3,0.22,-0.04,0.3,NA,NA,NA,-0.472895366,-293.5,169.896,0.15228,-0.1078,0
39047,Low,2.576424466,4106600,2.66,0.1,0.04,-0.48,NA,NA,NA,-2.665430529,-15.48,-545.856,0.01152,0.2736,-0.0062
39049,Low,1.048590697,754800,0.8,0.04,-0.04,0,NA,NA,NA,-0.675058354,-99.58,-86.656,-0.05256,0.1158,0
39051,Low,2.111971584,5483540,3.88,0.18,0.72,-0.6,NA,NA,NA,-1.344355905,791.02,-1072.856,0.03132,-0.1736,-0.3642
39053,Low,0.637671738,160480,0.08,-0.06,-0.18,NA,NA,NA,NA,-1.232766583,-273.66,-24.088,0.03024,0.2624,-0.4572
39055,Low,1.679050999,1073980,0.58,0.08,0.12,NA,NA,NA,NA,0.878523677,186.12,-3.72,0.3186,-0.5526,0
39057,Low,1.885939653,2403880,2.16,0.18,-0.02,0.16,NA,NA,NA,-0.490111576,-201.82,96.768,0.11736,0.2514,-0.3264
39059,Low,1.857541444,807120,0.44,0.06,0.02,0.1,NA,NA,NA,-0.782939515,-240.48,29.016,0.02592,-0.0128,-0.3548
39061,Low,1.457869809,220800,0,NA,NA,NA,NA,NA,NA,-0.343485047,-70.96,-0.904,-0.00684,-0.0052,-0.2558
39063,Low,2.412979582,4413920,3.46,0.52,0.06,-0.04,NA,NA,NA,-0.074266328,-73.4,52.872,0.02484,0.0632,0
39065,Low,1.315243387,7865700,3.14,0.66,0.1,0.44,NA,0,NA,3.525823009,376.56,481.816,0.19584,0.3868,0
39067,Medium,1.292003783,351680,0.16,0.04,-0.24,0.02,NA,NA,NA,-0.857665649,-316.32,6.792,0.03168,131.1584,-0.4052
39069,Low,2.029298275,4209020,2.82,0.22,0.1,0.06,NA,NA,NA,0.002799358,71.36,-71.192,0.08064,-0.0338,0.3884
39071,Low,2.287344059,4786780,3.48,0.54,0.08,0.1,NA,NA,NA,0.355667515,-42.96,144.64,-0.00828,0.5128,-0.2872
39073,Low,0,94580,0.08,NA,NA,0,NA,NA,NA,-0.615789462,-120.86,-13.648,0.00576,0.108,0
39075,Low,1.522944587,5682620,3.44,0.1,0.48,-0.2,0.44,NA,NA,-1.328168321,130.52,-681.328,-68.97204,329.069,0
39077,Medium,1.788130935,7360580,4.06,0.18,0.28,-0.02,0.36,NA,NA,2.613389209,323.66,-79.344,-0.02808,421.0626,0
39079,Medium,0,-183540,0.02,NA,-0.02,NA,NA,NA,-0.02,-0.617832034,-127.96,-6.144,-2.22E-19,0.2486,-0.4408
39081,Low,0,118040,0.04,NA,NA,NA,NA,NA,NA,-0.91099023,-167.62,-24.784,0.03312,0.0486,-0.2678
39083,Low,2.062587575,4239800,3.24,7.11E-18,-0.06,0.4,0.86,NA,NA,2.467371364,-319.32,265.064,0.11592,725.7846,0
39085,Medium,0.192167327,185180,-0.04,0.02,NA,NA,NA,NA,NA,-0.147013706,-11.98,-5.368,-0.00216,-0.0168,-0.0926
39087,Low,0,12020,NA,NA,NA,NA,NA,NA,NA,-0.658696262,-143.42,-11.176,-0.02988,0.1184,-0.184
39089,Low,0.543480289,4041300,2.06,0.22,0.2,0.1,NA,0,NA,-0.231761881,-184.88,101.192,0.24984,1.51,0
39091,Low,1.377174103,3263220,2.82,0.46,-0.08,-0.04,NA,0.06,NA,-1.303325342,-200.7,-109.256,0.14724,0.26,0
39093,Low,0.910155559,3630580,0.84,-0.12,-0.02,0.1,NA,NA,NA,-0.512200192,-215.8,85.528,-0.00036,0.297,-0.3484
39095,Low,0.187358895,50320,0.36,0,-0.06,-0.02,NA,NA,NA,-1.009056678,-73.6,-104.416,0.0342,0.2676,0.1802
39097,Low,2.335031777,5765300,3.8,-0.06,0.1,0.12,NA,NA,NA,0.066440612,-31.74,47.648,0.0414,0.3564,-0.2744
39099,Low,1.920968623,2197400,1.46,-0.06,0.04,-0.06,0.48,NA,NA,2.437610887,50.08,-60.232,0.33984,529.4002,0
39101,Low,2.313942817,4895540,2.78,0.36,-0.04,0.66,NA,NA,NA,6.132202752,-53.36,1335.752,0.00612,0.2962,-0.0116
39103,Medium,0.933967833,1066620,0.82,0.12,0,NA,NA,NA,NA,-1.505522014,-296.1,-34.08,0.3672,1.1366,0
39105,Low,0.305709794,-140,0.18,0.02,-0.02,NA,NA,NA,NA,-0.633383381,-150.8,9.584,0.00432,0.0992,0
39107,Low,1.310932697,20104040,11.02,0.56,1.68,2.1,-0.06,-0.88,2.3,23.70546512,1664.82,3216.472,828.82656,-31.6004,0
39109, Juggernauts,2.03611154,3044020,2.58,0.34,-0.08,-0.16,NA,NA,NA,-1.744482329,-221.64,-147.208,-0.01584,1.5238,0
39111,Low,1.212599734,385380,0.18,0.02,0.04,NA,NA,NA,NA,-0.899373755,-200.02,-12.416,0.16524,-0.0386,0
39113,Low,2.075506964,2573100,1,0.38,0.32,-3.55E-18,NA,NA,NA,-0.245921976,157.1,-217.384,1.0728,0.4198,0
39115,Low,2.220860644,429080,0.26,0.14,-0.06,0.02,NA,NA,NA,-0.631530483,-191.64,55.232,0.00684,0.1752,0
39117,Low,2.42656772,3575840,2.2,0.28,0.06,0.02,NA,NA,NA,-1.307627517,-138.04,-137.968,0.16488,0.7494,0
39119,Low,2.306688059,2407340,1.58,0.34,0.22,-0.06,0.6,NA,NA,1.614509135,-83.42,36.76,0.1566,602.271,0
39121,Low,0,217320,0.04,-0.06,0.02,NA,NA,NA,NA,-1.0962847,-224.94,-1.248,0.02736,0.1404,0
39123,Low,1.433757126,2319180,1.06,0.28,0.12,-0.06,NA,NA,NA,0.635625483,182.48,-98.76,-0.01008,0.354,-0.1988
39125,Low,2.604054133,7114460,3.1,0.3,0.1,0.58,NA,NA,0.12,7.464531202,559.42,1050.424,0,0.0212,0.3256
39127,Medium,2.549701098,1206040,0.66,0.2,0.06,0.18,NA,NA,NA,0.121500654,-171.48,196.704,0.13176,0.3184,0
39129,Low,2.104218365,5523520,3.38,0.66,0.22,-0.26,NA,NA,NA,-1.209084724,-23.9,-290.12,0.08964,0.254,-0.2444
39131,Low,4.068382898,2264440,0.34,0.24,0.02,0.04,NA,NA,NA,-0.640867773,-127.76,-18.472,0.07596,0.2258,-0.2292
39133,Low,1.646895567,808880,0.4,0,0.04,NA,NA,NA,NA,-0.606969092,-117.46,-38.88,0.57168,2.5244,0
39135,Low,2.022331672,5035800,3.32,0.38,0.34,-0.6,NA,NA,-0.02,-1.04465162,107.62,-337.232,-0.04536,0.097,0
39137,Low,1.696412913,7487760,4.76,0.24,0.32,0.8,NA,NA,0.06,5.388072036,416.3,930.488,0,-0.0032,0
39139,Medium,2.079043336,5109080,2.74,0.08,0.02,1.04,0.18,NA,NA,5.478338258,95.64,1132.752,0.11196,176.749,0
39141,Medium,1.802133544,2062740,1.72,0.14,-0.16,-0.06,NA,NA,NA,-1.323362637,-320.94,-151.76,0.03168,0.2314,0
39143,Low,1.650508532,3068820,2.48,0.1,-0.02,3.55E-18,NA,NA,NA,-1.096717207,-115.36,-116.584,0.036,-0.015,-1.42E-17
39145,Low,1.609427377,278460,0.24,-0.12,0.02,NA,NA,-0.06,NA,-0.689758879,-214.1,-5.288,0.0432,1.3136,0
39147,Low,1.891969829,4664420,3.86,0.42,NA,0.4,NA,NA,NA,0.162035327,-225.46,271.648,0,0.0618,0
39149,Low,2.791188379,7152380,5.06,0.4,0.64,0.94,NA,-0.06,NA,6.911559208,596.22,862.96,0.0378,0.4026,0
39151,Medium,0.721925237,2137420,1.1,0.22,-0.06,-0.06,-0.34,NA,NA,-2.019770568,-278.92,-120.016,0.31104,-203.2896,0
39153,Low,1.131081584,93800,0.12,NA,NA,NA,NA,NA,NA,-0.215545661,-41.12,-5.672,0.5706,0.1326,0
39155,Low,1.59495773,1889380,0.9,0.04,0.08,NA,0.08,NA,NA,-0.783378118,-228.56,-21.752,0.20196,-0.7022,0
39157,Low,2.079992254,3530900,2.4,0.22,0.02,0.02,0.34,NA,NA,0.597802114,-34.56,-101.992,0.08136,312.1816,0
39159,Low,2.202926949,7178880,3.5,0.34,0.04,-0.24,NA,0.08,NA,-1.386973865,-99,-211.04,0.03492,0.0556,-0.2228
39161,Low,3.021890465,7709040,5.68,0.3,0.72,0.86,NA,0,0.12,10.13460633,654.78,1493.024,-4.44E-19,0.1288,0
39163,Medium,-0.98444503,172740,0.02,0.04,-0.04,NA,NA,NA,NA,-0.389003878,-68.6,-14.808,0.0162,0.0084,0.2924
39165,Low,1.736658149,1283340,0.98,-0.06,0,-0.06,NA,NA,NA,-1.563431754,-202.12,-122.616,-0.04284,0.1286,-0.2544
39167,Low,1.491777247,1075380,0.44,-0.04,-0.06,0.04,NA,NA,NA,-1.142293635,-283.32,-90.72,0.00756,0.09,0
39169,Low,1.749150727,11121080,6.48,0.38,0.08,-0.1,0.8,-0.04,NA,8.098560904,276.64,551.176,0.89172,1498.7206,0
39171,Medium,1.983894869,4463200,2.46,0.16,0.08,0,NA,NA,NA,0.855892873,213.38,-26.84,-0.04608,0.0058,0
39173,Low,2.261703548,5380480,3.7,0.12,0.14,-0.06,NA,0,NA,-0.082610415,147.56,-173.792,0.08748,0.0994,-0.3656
39175,Low,2.077537304,6239460,3.44,0.38,0.06,0.3,NA,0,NA,1.401650066,-74.54,370.056,0,-0.1008,0
47001,Low,0,-82120,-0.04,NA,NA,-0.08,NA,NA,NA,-0.934416443,-165.28,2.4,-0.0558,0.004,-0.2832
47003,Low,1.723243732,3470120,0.94,0.24,0.22,-0.06,0.38,NA,NA,1.719838741,3.86,-87.04,0.05724,505.0748,0
47005,Low,2.27842679,303140,0.26,0.24,0.02,NA,NA,NA,NA,-0.675145655,-93.98,-43.4,-0.03528,-0.0194,-0.4636
47007,Low,2.929903227,280320,0.82,0.12,0.1,NA,NA,0.02,NA,-0.742916689,-172.86,-0.632,-0.00288,17.0894,0
47009,Low,-1.118547472,-257240,-0.08,0.02,0.02,NA,NA,NA,NA,-1.378909362,-389.66,-9.656,0.05688,0.4188,-0.3088
47011,Low,1.802945538,2935500,1.14,0.02,-0.1,NA,0.72,NA,NA,4.644270128,-403.82,-2.024,0.05472,1196.6984,0
47013,Medium,0,-6320,NA,NA,-0.1,NA,NA,NA,NA,-0.874462856,-219.14,1.272,0.00648,0,0.3502
47015,Low,3.176215971,535220,0.7,0.02,0.02,-0.1,NA,NA,NA,-3.763471642,-434.1,-83.792,-0.0468,0.0908,0
47017,Low,2.400111229,1950480,0.74,0.32,0.04,-0.08,NA,NA,NA,-2.045010835,-537.9,-94.912,0.00792,0.081,-0.382
47019,Low,-0.595997837,21260,-1.78E-18,NA,-0.02,NA,NA,NA,NA,-0.059687169,-15.32,1.88,0.10584,2.4584,0.3248
47021,Low,0.984402738,365380,0.22,0.02,0,NA,NA,NA,NA,-1.729872113,-248.34,-22.712,-0.02448,0.205,-0.2118
47023,Low,2.7938621,506200,0.28,0.22,-0.08,NA,NA,NA,NA,-1.370768822,-171.68,-31.52,0.01836,0.0452,0.248
47025,Low,0.745245998,-93520,0.02,-0.06,0.14,-0.04,NA,NA,NA,-0.586880787,-137.14,5.264,0.02592,-0.0186,-0.251
47027,Low,3.680294852,2461620,1.44,0.12,0.26,NA,-0.14,NA,NA,12.11459525,229.44,-4.112,-0.03672,1259.2806,-0.2266
47029,Medium,2.818029144,1143900,0.42,NA,-0.08,NA,0.4,NA,NA,0.39884203,-326.98,-4.36,0.08496,421.574,-0.2138
47031,Low,2.230421323,1756900,1.14,0.12,0.3,-0.06,0.06,NA,NA,-2.209659817,-95.86,-77.184,0.072,-318.019,0
47033,Low,1.812951683,1771300,1,0.26,0.02,0,NA,NA,NA,0.523862468,75.7,-3.792,-8.88E-19,0,0.1456
47035,Low,-0.277064052,333800,0.28,0.28,-0.06,-0.16,NA,NA,NA,-0.536471553,-108.42,-80.408,-0.16704,-0.3414,0
47037,Low,3.178965756,-220440,0.04,NA,-0.08,NA,NA,NA,NA,-1.242080125,-325.34,0.792,0.0108,0.6164,0.0026
47039,Low,2.141811593,189100,0.26,0,0,-0.02,NA,NA,NA,-1.550691213,-199.72,-68.832,0.02592,-0.028,0.3652
47041,Low,0.435382279,496720,0.14,0.06,-0.1,-0.06,NA,NA,NA,-3.065722604,-489.28,6.128,0.00288,0.0522,-0.3252
47043,Low,0.711931727,272740,0.22,-0.06,0.02,NA,NA,NA,NA,-1.842484687,-426.66,-40.728,-0.018,-0.1542,0
47045,Low,2.220781949,4360920,3.4,0.74,-0.1,0.1,NA,NA,NA,-0.851421146,-254.36,28.208,-0.00504,0.0296,0.163
47047,Low,1.350021355,2224280,0.9,0.1,-0.18,-0.3,NA,NA,NA,-2.075002488,-219,-538.48,0.00324,0.0598,-0.1082
47049,Low,1.567751551,661840,0.54,0.2,0.12,NA,-0.22,NA,NA,0.023838472,242.04,-10.92,-0.04032,-224.5854,-0.3372
47051,Low,2.15807643,660020,0.88,0.36,0.02,-0.26,-0.06,NA,NA,-5.335295025,-495.98,-328.72,-0.03456,-707.7066,0
47053,Low,2.130126204,4283020,2.08,0.66,-0.1,-0.16,NA,NA,NA,-2.469337225,-570.24,-200.392,0.0036,-0.0784,-0.271
47055,Low,1.037061155,1057780,0.88,-0.1,-0.12,-0.12,NA,NA,NA,-2.564064092,-652.8,-151.664,-0.2502,-6.712,0
47057,Low,1.682896179,164440,0.28,NA,0,NA,NA,NA,NA,-0.972985088,-133.64,-7.824,-0.04752,0.291,-0.1962
47059,Low,1.898245449,1001740,0.68,0.06,0.18,NA,-0.24,NA,NA,-0.792086313,-640.6,-8.232,0.05328,393.5036,0
47061,Low,2.366209354,-689180,-0.22,0.04,0.08,-0.04,0.06,NA,NA,-6.745714979,-114.86,-30.688,0.0162,-1113.955,0
47063,Low,1.637941417,209960,0.22,0.1,NA,NA,-0.16,NA,NA,-2.120600051,-70.34,-23.656,0.02772,-82.9058,-0.1864
47065,Low,3.610293995,491240,0.24,0,-0.18,NA,0.32,NA,NA,0.141453838,-423.2,-14.44,0.05868,477.322,0
47067,Low,0,-60080,-0.02,-0.02,0.14,-0.04,NA,NA,NA,1.127898977,129.52,0.456,-0.02952,2.22E-19,-0.054
47069,Low,2.058108947,849640,0.74,0.26,-0.08,-0.08,NA,NA,NA,-1.443597723,-406.96,-92.344,0.02448,0.1212,-0.1668
47071,Low,3.006378049,1045680,0.86,0.48,-0.04,NA,NA,NA,NA,0.096308831,106.74,-77.992,0.0036,0.2582,-0.2082
47073,Low,0.418410417,21420,0.12,NA,-0.08,NA,-0.06,NA,NA,-1.360848079,-284.04,-3.312,0.11952,-56.1,0
47075,Low,1.587042962,2810820,1.36,0.3,NA,NA,NA,NA,NA,-0.743865935,-169.74,-35.904,0.01008,0.081,0.1356
47077,Low,1.62472928,749500,0.46,0.26,-0.2,-0.14,NA,NA,NA,-2.601251584,-485.76,-214.952,0.00936,0.2868,-0.266
47079,Low,2.042264765,3114780,1.88,0.5,0.22,0.22,NA,NA,NA,2.629148123,-143.44,908.456,0.12996,0.1512,-0.0466
47081,Medium,1.581007174,412340,0.12,0.06,-0.08,-0.06,NA,NA,NA,-1.066265683,-274.42,-63.808,-0.01332,-0.0474,0
